Id,loan_date,loan_duration,loan_payments,Predicted,account_district_code,account_frequency,account_date,account_district_name,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_district_code,owner_card_type,owner_card_issued,owner_district_name,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,disponent_district_code,disponent_district_name,disponent_district_region,disponent_district_no_inhabitants,disponent_district_no_municipalities_0_499,disponent_district_no_municipalities_500_1999,disponent_district_no_municipalities_2000_9999,disponent_district_no_municipalities_10000_plus,disponent_district_no_cities,disponent_district_ratio_urban_inhabitants,disponent_district_average_salary,disponent_district_unemployment_rate_95,disponent_district_unemployment_rate_96,disponent_district_no_enterpreneurs_per_1000_inhabitants,disponent_district_no_crimes_95,disponent_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_birthdate,disponent_male,disponent_birthdate
6764,950826,48,708,0,64,monthly issuance,940824,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,,,,,,,,,,,,,,,,,36,34,14,34,0,0,0,22,0,7,0,0,0,44465.4,38587.759999999995,4598.1442857142865,5087.997222222223,4079.476470588235,635.2242857142858,1,720804,,
5237,950829,24,1889,0,19,monthly issuance,940427,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,no card,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,,,,,,,,,,,,,,,,,33,57,18,45,0,0,12,15,12,11,0,0,0,39839.5,48152.95333333333,7594.232222222223,10959.40303030303,5645.975438596491,442.6633333333331,1,570429,,
6726,950903,60,1431,0,2,monthly issuance,940629,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,2,no card,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,,,,,,,,,,,,,,,,,47,49,19,40,0,0,9,28,9,10,0,0,0,39220.2,30461.404166666664,3377.4270833333335,3868.085106382979,2906.795918367347,410.0729166666667,0,551020,,
6933,950909,48,3931,0,64,monthly issuance,950402,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,,,,,,,,,,,,,,,,,12,10,2,9,0,5,1,5,1,1,0,0,0,23579.7,42203.17272727272,10873.772727272728,10950.116666666667,10782.16,1071.8090909090913,0,650723,,
5145,950916,48,6449,0,72,monthly issuance,950118,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,no card,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,16,19,1,15,0,8,4,7,4,3,0,0,0,51799.4,56105.49999999999,17429.002857142856,20681.70625,14689.884210526317,1479.9857142857143,1,350129,,
7008,950922,12,3014,0,1,monthly issuance,950304,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,15,21,2,13,0,7,8,6,2,2,0,0,0,29138.1,39063.766666666685,6931.622222222222,9289.213333333335,5247.628571428572,809.3888888888889,1,610819,,
7227,951002,60,5242,0,44,weekly issuance,940605,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,44,no card,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,,,,,,,,,,,,,,,,,56,74,40,62,0,0,12,16,12,13,0,0,0,50487.0,63527.41999999999,15168.362307692309,18056.912500000002,12982.432432432432,388.36230769230843,0,551118,,
6600,951008,36,607,0,34,monthly issuance,950422,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,34,no card,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,,,,,,,,,,,,,,,,,12,6,7,5,0,0,1,5,0,1,0,0,0,42899.4,38509.05,9232.25,8711.658333333335,10273.433333333332,2383.2944444444447,1,541205,,
6712,951014,60,4437,0,20,monthly issuance,940510,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,20,no card,,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,,,,,,,,,,,,,,,,,53,91,21,52,0,0,39,32,13,12,0,0,0,38159.6,34922.881250000006,5581.28125,7942.118867924529,4206.2879120879115,265.00069444444426,0,650217,,
7057,951020,36,6436,0,1,weekly issuance,940701,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,34,92,3,57,0,16,35,15,11,11,0,0,0,47174.7,45873.61666666666,10683.372222222222,20382.05588235294,7099.076086956522,316.46746031746017,1,730530,0.0,740103.0
7176,951028,36,7223,0,11,monthly issuance,931208,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11,no card,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,,,,,,,,,,,,,,,,,47,114,4,79,0,22,35,21,18,17,0,0,0,69850.9,50676.8198757764,12514.357142857141,22177.26170212766,8530.52807017544,433.8577639751544,1,761125,,
7304,951029,60,6998,0,1,weekly issuance,950526,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,11,7,2,6,0,5,1,4,1,0,0,0,0,24704.4,59352.833333333336,24426.472222222223,21108.227272727272,29640.85714285714,1372.4722222222222,0,451030,1.0,430406.0
6362,951031,12,3159,0,62,monthly issuance,940728,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,62,no card,,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,,,,,,,,,,,,,,,,,31,45,2,45,0,15,0,14,0,10,0,0,0,46113.5,42164.027631578945,7485.496052631578,9919.538709677418,5808.711111111111,606.759210526316,0,760508,,
5880,951031,36,2051,0,39,monthly issuance,950426,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,39,no card,,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,,,,,,,,,,,,,,,,,14,5,9,5,0,0,0,5,0,0,0,0,0,67453.1,55315.16842105263,16708.057894736845,13746.65,25000.0,3550.163157894737,0,670529,,
6535,951102,12,3496,0,43,monthly issuance,940903,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,no card,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,,,,,,,,,,,,,,,,,31,74,3,44,0,14,30,14,10,10,0,0,0,24672.8,41502.02571428572,5890.40761904762,10373.638709677422,4012.2972972972975,234.97904761904778,1,721210,,
5449,951104,24,4139,0,68,monthly issuance,941209,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,no card,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,,,,,,,,,,,,,,,,,24,28,14,22,0,0,6,10,6,6,0,0,0,30824.1,27019.571153846155,4348.373076923077,5352.908333333333,3487.342857142857,592.773076923077,0,800709,,
6342,951112,36,1671,1,16,monthly issuance,950327,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,16,no card,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,,,,,,,,,,,,,,,,,26,30,19,22,0,0,8,7,4,4,0,0,0,132316.8,72667.63571428572,15972.280357142858,18483.857692307694,13795.579999999998,1191.301785714286,1,760808,,
5409,951118,60,3034,0,19,monthly issuance,941121,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,no card,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19.0,Prachatice,south Bohemia,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,120.0,999,1099.0,24,35,1,35,0,12,0,11,0,7,0,0,0,38747.5,67475.90169491526,17539.79661016949,22366.575,14230.005714285713,656.7389830508471,0,510324,1.0,490822.0
6955,951122,48,5091,0,65,issuance after transaction,940722,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,no card,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,,,,,,,,,,,,,,,,,64,80,49,80,0,0,0,15,0,15,0,0,0,86194.1,75924.24097222222,17859.127083333333,20764.9109375,15534.5,598.5715277777781,1,700402,,
6985,951122,36,3161,0,54,issuance after transaction,941201,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54.0,Brno - mesto,south Moravia,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,140.0,18721,18696.0,25,47,2,31,0,12,16,11,8,7,0,0,0,34054.0,36840.57361111111,6453.251388888889,9973.764,4580.63829787234,472.9736111111112,1,711009,0.0,771209.0
5125,951123,48,1522,0,39,monthly issuance,950206,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,39,no card,,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,39.0,Most,north Bohemia,119895.0,17.0,4.0,3.0,2.0,4.0,89.9,10446.0,7.34,9.4,90.0,4947,4743.0,23,28,14,18,0,0,10,9,5,5,0,0,0,21545.7,23255.14901960784,2445.3274509803923,3179.5086956521745,1842.2499999999998,422.46470588235286,1,701218,0.0,770110.0
5805,951128,24,5746,1,11,monthly issuance,950722,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11,no card,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,,,,,,,,,,,,,,,,,9,3,6,3,0,0,0,3,0,0,0,0,0,35159.7,26886.19166666667,6363.316666666667,6195.533333333334,6866.666666666667,2929.9833333333336,1,680506,,
6185,951128,24,1299,0,1,monthly issuance,950608,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,12,11,7,9,0,0,2,5,1,1,0,0,0,50647.1,46304.15217391303,9027.317391304348,10761.475,7135.509090909091,2202.047826086957,1,680129,,
7243,951204,36,6032,0,72,monthly issuance,950129,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,classic,951122.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,21,36,1,30,0,10,6,10,6,6,0,0,0,42279.3,49107.06666666667,12666.78245614035,18197.285714285714,9440.655555555555,741.743859649123,1,740707,,
6403,951205,48,4060,0,74,monthly issuance,940601,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,no card,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,,,,,,,,,,,,,,,,,37,76,1,62,0,18,14,18,14,14,0,0,0,31021.6,36421.425663716815,8187.9451327433635,12922.227027027027,5883.097368421051,274.3982300884955,1,791206,,
6578,951211,12,2332,0,52,weekly issuance,940710,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,no card,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,,,,,,,,,,,,,,,,,30,46,14,36,0,0,10,16,10,9,0,0,0,18380.5,30639.86315789474,7289.584210526316,9539.813333333332,5822.04347826087,241.84736842105275,1,490216,,
5413,951212,24,3874,0,31,weekly issuance,940522,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,no card,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31.0,Tachov,west Bohemia,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,108.0,1328,1452.0,50,59,34,48,0,0,11,16,11,11,0,0,0,21531.8,50436.46605504587,12039.466972477063,13338.338,10938.728813559323,197.54036697247702,0,701007,1.0,770223.0
6949,951212,24,4363,0,31,weekly issuance,940522,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,no card,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31.0,Tachov,west Bohemia,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,108.0,1328,1452.0,50,58,34,47,0,0,11,16,11,11,0,0,0,30115.3,52379.12870370369,12019.660185185186,13282.385999999999,10931.103448275862,278.8453703703704,0,701007,1.0,770223.0
6545,951212,60,3198,0,21,monthly issuance,950315,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,no card,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,,,,,,,,,,,,,,,,,35,52,26,36,0,0,16,9,8,8,0,0,0,78521.0,53685.786206896555,12113.755172413796,16177.39714285714,9378.611538461539,902.541379310345,1,490308,,
6178,951216,48,4845,0,74,issuance after transaction,950705,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,no card,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,,,,,,,,,,,,,,,,,14,13,9,13,0,0,0,5,0,3,0,0,0,41243.5,63188.63333333334,13066.725925925924,14073.042857142855,11983.0,1527.5407407407406,0,700129,,
5160,951218,60,3400,0,45,monthly issuance,941217,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45,no card,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,,,,,,,,,,,,,,,,,25,40,2,32,0,12,8,11,8,7,0,0,0,37992.7,37809.39846153847,7701.987692307692,10772.44,5782.955,584.5046153846155,1,440506,,
6785,951225,60,2089,0,1,weekly issuance,940905,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,57,70,29,57,0,0,13,28,13,13,0,0,0,19007.0,51145.51574803149,9686.672440944882,10958.024561403507,8651.42857142857,149.66456692913368,1,440615,,
6540,951231,48,6450,0,72,weekly issuance,950117,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,no card,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,22,34,1,34,0,11,0,10,0,6,0,0,0,35488.1,58185.58928571428,16045.607142857143,21228.227272727276,12692.14705882353,633.7142857142859,1,750626,,
6589,960101,24,7904,0,19,weekly issuance,950409,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,no card,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19.0,Prachatice,south Bohemia,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,120.0,999,1099.0,30,59,21,36,0,0,23,9,8,8,0,0,0,88632.1,54137.10561797753,11582.991011235956,18658.640000000003,7985.203389830508,995.8674157303373,1,450924,0.0,441113.0
5900,960101,48,2820,0,50,monthly issuance,950103,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,junior,951024.0,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,,,,,,,,,,,,,,,,,32,45,21,45,0,0,0,11,0,9,0,0,0,54868.9,64881.31428571429,14958.594805194805,18854.3875,12188.253333333334,712.5844155844151,1,750924,,
5999,960103,48,2059,0,42,monthly issuance,940206,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42,no card,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,,,,,,,,,,,,,,,,,50,127,27,72,0,0,55,23,18,19,0,0,0,27169.8,31814.268361581922,4382.094350282486,8028.006000000001,2946.696062992126,153.5022598870056,0,700910,,
6043,960111,48,424,0,58,monthly issuance,950403,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,58,no card,,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,58.0,Jihlava,south Moravia,109164.0,98.0,16.0,6.0,1.0,4.0,63.6,8757.0,3.38,3.95,96.0,2212,2471.0,22,26,13,21,0,0,5,9,5,5,0,0,0,21281.5,31814.41458333333,3609.7416666666663,4421.572727272727,2922.8076923076924,443.3666666666666,0,480305,1.0,520527.0
5482,960112,60,2752,0,51,monthly issuance,940521,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51,no card,,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51.0,Trutnov,east Bohemia,121947.0,37.0,28.0,7.0,3.0,11.0,70.5,8541.0,2.51,2.97,131.0,3496,3839.0,50,66,31,51,0,0,15,19,15,15,0,0,0,23825.4,24377.371551724136,3217.270689655172,3959.4880000000003,2654.9848484848485,196.08103448275875,0,500318,1.0,531105.0
7263,960119,24,3745,0,70,weekly issuance,950818,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,no card,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,,,,,,,,,,,,,,,,,13,16,8,16,0,0,0,5,0,2,0,0,0,39079.5,62571.28275862069,13517.224137931034,16579.961538461535,11028.75,1347.5689655172418,1,630516,,
6013,960203,36,3583,1,20,weekly issuance,940801,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,20,no card,,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,,,,,,,,,,,,,,,,,35,47,17,47,0,0,0,18,0,10,0,1,0,9710.2,34740.7024390244,7562.665853658535,8997.414285714283,6494.2361702127655,118.05365853658529,1,390815,,
5750,960208,12,5271,0,7,monthly issuance,940407,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,7,no card,,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,,,,,,,,,,,,,,,,,48,116,3,80,0,23,36,22,18,18,0,0,0,49709.2,49291.82256097561,9457.76036585366,16674.810416666664,6471.394827586207,303.1042682926828,0,490624,,
6027,960210,24,2569,1,13,weekly issuance,950827,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,13,no card,,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,,,,,,,,,,,,,,,,,9,3,6,3,0,0,0,3,0,0,0,0,0,59695.5,44763.458333333336,16007.958333333334,13988.388888888889,22066.666666666668,4974.625,0,531225,,
6303,960212,24,3017,1,31,issuance after transaction,951009,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,no card,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,,,,,,,,,,,,,,,,,9,4,5,4,0,0,0,4,0,0,0,0,0,36363.9,45099.26153846154,13997.223076923077,12129.322222222221,18200.0,2797.2230769230764,0,580613,,
7213,960213,36,3154,0,65,monthly issuance,950220,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,no card,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,,,,,,,,,,,,,,,,,26,45,4,31,0,11,14,11,7,7,0,0,0,13386.8,33990.41971830985,6453.483098591549,9068.926923076924,4942.337777777778,188.5478873239438,1,420918,,
6659,960220,60,935,0,54,monthly issuance,950111,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,,,,,,,,,,,,,,,,,28,40,16,31,0,0,9,12,9,8,0,0,0,15407.2,20158.001470588235,3856.6014705882358,4958.146428571429,3085.52,226.57794117647074,1,580707,,
6175,960221,60,4845,1,52,monthly issuance,950125,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,no card,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,,,,,,,,,,,,,,,,,42,58,29,58,0,0,0,13,0,12,0,1,0,11574.8,59647.42399999999,14274.571000000002,17131.333333333332,12205.881034482758,115.74900000000001,0,590227,,
5610,960224,48,2567,0,38,monthly issuance,940812,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38,no card,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38.0,Louny,north Bohemia,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,104.0,2653,2822.0,48,80,30,58,0,0,22,18,11,10,0,0,0,77580.8,70622.83359375,12136.38203125,16989.97708333333,9224.225,606.1007812499996,0,770812,1.0,780129.0
5563,960229,60,6336,0,74,monthly issuance,940730,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,no card,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,,,,,,,,,,,,,,,,,47,62,32,62,0,0,0,15,0,13,0,0,0,24549.6,64777.07522935778,15887.993577981651,18684.478723404252,13768.077419354837,225.22660550458707,1,491215,,
5989,960304,36,5925,0,47,monthly issuance,950413,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,no card,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,,,,,,,,,,,,,,,,,27,32,17,27,0,0,5,10,5,6,0,0,0,27326.7,27951.913559322038,3730.201694915255,4581.640740740741,3011.8,463.1644067796611,1,640422,,
6698,960310,48,5161,0,1,weekly issuance,950808,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,23,27,11,21,0,0,6,12,3,3,0,0,0,52551.7,60054.734000000004,12112.076000000001,14307.730434782608,10241.703703703704,1051.0360000000003,1,790619,,
5312,960313,36,5633,0,31,weekly issuance,950220,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,no card,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,,,,,,,,,,,,,,,,,26,53,1,44,0,13,9,12,9,8,0,0,0,81623.6,57124.26835443037,16141.211392405066,26091.91153846154,11259.735849056604,1033.2113924050632,0,530720,,
7189,960321,48,3222,0,71,monthly issuance,941223,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,71,no card,,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,,,,,,,,,,,,,,,,,32,57,3,47,0,15,10,14,10,10,0,0,0,37180.5,31791.328089887636,6653.895505617977,9834.021875,4868.561403508772,417.76067415730336,1,561128,,
6816,960326,48,2088,1,70,monthly issuance,951122,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,no card,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,,,,,,,,,,,,,,,,,15,3,2,3,0,4,0,9,0,0,0,0,0,31387.1,28124.933333333334,4932.616666666667,4005.806666666667,9566.666666666666,1743.727777777778,0,570201,,
6137,960410,12,3719,0,13,weekly issuance,940714,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,13,no card,,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,,,,,,,,,,,,,,,,,43,103,2,87,0,21,16,20,16,16,0,0,0,80439.7,49477.32123287671,14238.080821917809,25106.97209302325,9700.582524271844,550.9575342465748,1,431126,,
5128,960411,48,4492,1,69,monthly issuance,950613,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,69,no card,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,,,,,,,,,,,,,,,,,30,31,12,31,0,0,0,18,5,5,0,2,0,8640.6,21447.624590163938,5273.670491803278,5505.576666666669,5049.245161290321,141.65081967213118,1,570217,,
