loan_id,date_loan,duration_loan,payments_loan,status,account_district,account_frequency,account_date,owner_district,owner_card_type,owner_card_issued,disponent_district,disponent_card_type,disponent_card_issued,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_birthdate,disponent_male,disponent_birthdate
5624,950103,48,3703,1,71,1,930810,59,3,,,1,,36,59,21,59,0,0,0,15,0,14,0,2,0,14230.7,26746.5252631579,6726.888421052632,9073.402777777777,5295.116949152542,149.79578947368427,1,720313,,
6244,950108,36,7518,1,1,2,940307,1,3,,,1,,36,36,16,36,0,0,0,20,6,7,0,0,0,50996.5,60819.9763888889,12958.56388888889,13666.849999999999,12250.277777777777,708.2861111111112,1,371104,,
5131,950108,24,2026,0,52,1,930805,40,3,,,1,,49,68,32,56,0,0,12,17,12,12,0,0,0,47993.6,63857.236752136756,12180.788034188035,15032.102040816326,10126.164705882353,410.20341880341863,1,610930,,
6960,950111,24,3184,0,1,1,930313,1,3,,1.0,0,,57,96,13,60,0,22,36,22,18,18,0,0,0,12262.9,31375.160784313728,6527.337254901961,8867.943859649122,5137.602083333334,80.15032679738562,1,370902,0.0,341119.0
6358,950114,60,2298,1,48,2,930915,72,3,,,1,,38,51,7,51,0,16,0,15,0,11,0,0,0,19966.8,24523.073033707864,6024.032584269663,7317.181578947369,5060.509803921569,224.34719101123585,1,630312,,
5418,950116,48,7249,0,29,1,930330,29,3,,,1,,50,70,31,70,0,0,0,19,0,14,0,0,0,57546.3,54157.194166666675,13441.428333333335,16705.180000000004,11110.177142857143,479.5550000000001,0,641030,,
6598,950118,12,5676,0,75,1,930804,35,3,,,1,,37,110,2,69,0,18,41,17,13,13,0,0,0,39416.1,47220.13401360544,9898.475510204082,20195.840540540536,6434.816363636364,268.13809523809516,0,771130,,
5464,950130,12,7984,0,24,1,931127,43,3,,,1,,40,50,27,50,0,0,0,13,0,10,0,0,0,72500.4,59701.786666666674,16058.694444444445,18972.2875,13727.82,805.5611111111111,1,400907,,
6591,950202,48,434,0,38,1,930801,38,3,,,1,,47,104,29,52,0,0,52,18,13,14,0,0,0,17872.5,21368.90993377484,2499.06821192053,4204.593617021277,1728.3019230769228,118.36092715231788,1,480504,,
5724,950205,60,5269,1,1,1,930324,1,3,,,1,,60,79,38,79,0,0,0,22,18,18,0,0,0,12811.8,18632.933812949643,3872.068345323741,4591.911666666667,3325.3518987341763,92.17194244604312,1,680222,,
6315,950206,12,3597,0,61,1,940208,61,3,,,1,,26,43,2,43,0,12,0,12,0,8,0,0,0,31349.9,68377.06376811594,14188.25652173913,19429.61153846154,11019.065116279067,454.3492753623184,0,760106,,
5876,950208,48,4610,0,74,2,940115,74,3,,74.0,0,,25,46,1,39,0,12,7,12,7,8,0,0,0,31344.7,37596.93239436621,11891.501408450704,17512.224000000002,8836.760869565218,441.0507042253522,1,680328,0.0,640923.0
6986,950211,48,3161,1,74,1,940516,74,3,,,1,,28,29,14,29,0,0,0,14,0,5,0,5,0,26488.7,30491.098245614034,8289.664912280703,8910.703571428572,7690.041379310345,464.71052631578937,1,760623,,
6294,950212,60,1332,0,26,1,931126,26,3,,,1,,29,66,15,46,0,0,20,14,10,10,0,0,0,31271.6,43846.97789473685,7707.406315789474,13163.365517241378,5310.090909090909,329.17473684210523,1,530405,,
5132,950217,60,8975,0,5,1,940318,5,3,,,1,,22,36,12,29,0,0,7,10,7,6,0,0,0,23271.0,33687.85862068965,8499.934482758621,11733.345454545457,6523.961111111112,401.2241379310345,1,600628,,
5877,950223,24,4051,0,24,1,930910,17,3,,17.0,0,,42,70,26,44,0,0,26,16,13,12,0,0,0,19479.6,22360.536607142854,3938.214285714286,5482.85238095238,3011.431428571428,173.92500000000004,0,510407,1.0,500201.0
6227,950304,24,1177,0,47,1,930824,47,3,,,1,,38,56,20,56,0,0,0,18,0,14,0,0,0,33743.7,45582.448936170214,8111.680851063831,10476.673684210524,6506.864285714285,358.8212765957444,0,700210,,
7241,950304,24,7041,1,1,1,930810,1,3,,,1,,74,86,36,86,0,0,0,38,0,18,0,2,0,24304.3,56053.9975,11357.386875,12442.474324324325,10423.706976744186,151.9018750000003,1,760318,,
6737,950311,24,3195,0,68,1,930912,68,3,,68.0,0,,53,90,2,64,0,17,26,34,13,13,0,0,0,27191.2,62933.47482517484,9877.504195804197,13581.835849056604,7696.064444444445,190.15034965034965,1,490107,0.0,540319.0
7004,950315,60,5526,0,12,1,930821,2,3,,2.0,0,,40,79,22,51,0,0,28,18,14,14,0,0,0,47992.1,36941.99831932772,7321.519327731092,11490.66,5210.562025316454,403.2941176470587,1,801123,0.0,820625.0
6169,950316,60,1728,1,42,1,930720,42,3,,,1,,44,65,25,65,0,0,0,19,0,15,0,0,0,36427.6,28250.10917431193,3896.382568807339,5169.697727272727,3034.4461538461537,277.31834862385324,1,710624,,
5208,950316,48,2077,1,25,1,930608,65,3,,,1,,45,63,31,63,0,0,0,14,0,12,0,1,0,32966.8,46341.29351851852,11716.779629629631,14426.435555555556,9781.31111111111,305.25000000000006,0,710625,,
6694,950319,24,5616,0,70,1,940604,70,3,,,1,,30,25,13,25,0,0,0,17,0,6,0,0,0,16218.7,44005.11272727274,9329.634545454544,8822.476666666666,9938.223999999998,294.8854545454549,0,400511,,
5599,950321,12,1285,0,40,1,930523,1,3,,,1,,53,98,32,64,0,0,34,21,17,17,0,0,0,31867.2,24577.199999999997,3142.184105960265,4776.766037735849,2258.1755102040815,211.04238410596022,0,650604,,
6546,950327,24,1322,0,1,1,930905,1,3,,1.0,0,,41,76,23,62,0,0,14,18,14,14,0,0,0,32802.7,31139.747863247867,5173.091452991453,7781.153658536585,3766.1105263157892,280.3666666666668,1,500410,0.0,501109.0
5414,950329,48,3874,0,34,1,940319,34,3,,,1,,20,14,10,13,0,0,1,10,1,0,0,0,0,82385.2,50113.194117647065,12283.385294117646,12500.505000000001,11973.214285714286,2423.0911764705884,1,450222,,
5453,950401,36,4352,0,28,1,940225,28,3,,,1,,37,38,24,30,0,0,8,13,8,9,0,0,0,23271.5,22927.50266666667,3313.364,3672.6189189189195,2963.5631578947373,310.2866666666667,0,560425,,
5740,950402,12,1547,0,1,1,941125,1,3,,,1,,9,4,5,4,0,0,0,4,0,0,0,0,0,43265.7,35538.04615384616,8589.66923076923,8607.3,8550.0,3328.130769230769,0,630204,,
5804,950405,48,3312,0,52,1,931103,52,3,,,1,,52,104,36,62,0,0,42,16,14,14,0,0,0,18879.4,49916.09102564102,8573.476923076923,13041.750000000002,6339.340384615385,121.02307692307677,1,390109,,
6745,950410,24,1971,0,64,1,931110,64,3,,,1,,76,91,42,77,0,0,14,34,14,15,0,0,0,62458.3,68740.02335329342,13867.846706586828,15647.294736842105,12381.714285714286,374.002395209581,1,710803,,
6950,950411,24,4363,0,74,1,930520,74,3,,,1,,72,119,50,97,0,0,22,22,22,22,0,0,0,21801.2,57357.84345549739,11980.312565445027,16041.951388888889,9522.850420168068,114.14293193717302,1,441212,,
6996,950413,24,5275,0,11,1,930520,47,3,,,1,,46,86,1,86,0,23,0,22,0,18,0,0,0,48720.6,47118.99318181818,11683.98787878788,17293.55652173913,8683.520930232558,369.0969696969709,1,390227,,
5352,950415,12,5700,1,68,1,941030,68,3,,,1,,9,5,4,5,0,0,0,5,0,0,0,0,0,23946.1,31793.73571428571,7253.3,6971.799999999999,7760.0,1710.4428571428568,0,760609,,
6151,950425,60,3757,0,61,1,940617,61,3,,,1,,22,29,13,29,0,0,0,9,0,5,0,0,0,32403.4,31185.156862745098,5452.343137254902,7056.204545454545,4235.620689655173,635.3627450980392,0,480803,,
5310,950428,36,6893,0,28,1,931211,28,3,,,1,,37,83,22,50,0,0,33,15,11,11,0,0,0,41108.6,36063.78833333333,5453.365000000001,9398.816216216215,3694.549397590361,342.57166666666666,0,400724,,
5045,950501,24,7801,1,65,1,931213,1,3,,,1,,38,50,21,50,0,0,0,17,0,12,0,1,0,50846.7,42084.311363636356,10834.71590909091,13214.305263157896,9026.228,577.6386363636367,1,471008,,
6929,950508,12,3033,0,1,2,930706,76,3,,,1,,56,102,34,83,0,0,19,22,19,19,0,0,0,45480.6,57977.034810126584,11730.83987341772,16954.94107142857,8862.70588235294,287.85253164556934,1,720403,,
5151,950524,60,3151,0,4,0,941102,4,3,,,1,,14,16,1,13,0,7,3,6,3,2,0,0,0,68945.6,72242.89666666668,17833.45,21569.60714285714,14564.3125,2298.1833333333334,0,581230,,
5212,950529,36,1974,0,38,1,940421,38,3,,,1,,29,57,17,39,0,0,18,12,9,8,0,0,0,31397.0,34577.30232558139,4896.447674418605,7801.575862068965,3418.3999999999996,365.0802325581395,0,461017,,
5138,950530,48,1817,0,62,1,930921,1,3,,,1,,41,107,22,60,0,0,47,19,16,15,0,0,0,26795.3,30847.14932432432,2960.6979729729733,5670.470731707317,1922.3738317757009,181.04932432432435,0,540316,,
5713,950530,60,2646,0,48,1,930727,48,3,,,1,,55,111,12,60,0,22,51,21,17,17,0,0,0,19182.3,24908.761445783133,4654.089156626506,7197.829090909092,3393.677477477477,115.55662650602423,1,780131,,
6704,950601,60,6951,0,29,1,931120,29,3,,29.0,0,,41,33,22,25,0,0,8,19,4,4,0,0,0,80621.0,58445.02702702703,10583.993243243245,10538.953658536586,10639.951515151515,1094.3067567567566,0,610914,1.0,581110.0
6474,950606,60,1056,0,49,1,930906,49,3,,49.0,0,,49,70,29,54,0,0,16,20,16,16,0,0,0,25649.6,29108.363865546213,3181.7697478991595,4125.163265306122,2521.3942857142856,215.42352941176483,1,550814,0.0,620712.0
6676,950613,24,1241,0,26,1,950208,26,3,,26.0,0,,9,3,6,3,0,0,0,3,0,0,0,0,0,37920.3,27626.083333333332,6943.350000000001,6735.577777777778,7566.666666666667,3160.0166666666664,0,691225,1.0,730627.0
6965,950613,24,5814,0,61,1,931114,61,3,,,1,,67,98,48,81,0,0,17,19,17,17,0,0,0,36472.9,63889.87393939395,14454.311515151518,18070.405970149255,11982.08367346939,221.04848484848625,0,410913,,
6725,950623,36,7370,0,19,1,930918,51,3,,51.0,0,,64,84,24,67,0,0,17,40,17,16,0,0,0,35289.8,35566.881081081076,5332.347972972973,6441.2328125,4487.483333333333,238.4479729729729,0,480828,1.0,501204.0
7166,950624,24,8260,0,41,1,950115,41,3,,,1,,11,5,7,4,0,0,1,4,1,0,0,0,0,44644.2,30953.14375,7546.8875,7095.2,8540.6,2209.0125,1,560218,,
7138,950703,60,1000,0,72,1,930913,45,3,,,1,,48,89,27,55,0,0,34,21,17,17,0,0,0,16878.6,24643.283941605834,2567.844525547445,3840.34375,1881.552808988764,123.19927007299283,1,461015,,
5970,950709,48,9689,0,66,1,940114,66,3,,66.0,0,,38,65,21,65,0,0,0,17,13,13,0,0,0,37152.4,27778.74563106796,8579.534951456311,12116.376315789475,6511.843076923077,360.7038834951457,1,480508,0.0,410511.0
6157,950710,24,4108,0,10,0,950108,10,3,,,1,,13,13,1,11,0,6,2,6,2,2,0,0,0,43871.9,54128.56538461537,10807.380769230771,12494.76153846154,9120.0,1687.380769230769,0,631224,,
6153,950725,60,4760,0,5,2,941115,5,3,,5.0,0,,24,25,17,25,0,0,0,7,0,6,0,0,0,28194.4,49651.8918367347,10411.720408163264,11216.012499999999,9639.6,575.3938775510202,0,801207,1.0,810607.0
5693,950801,24,1837,0,9,1,941208,9,3,,,1,,17,15,10,12,0,0,3,7,3,3,0,0,0,44383.2,36548.818750000006,6617.940624999999,7533.605882352941,5580.186666666667,1386.515625,0,510625,,
5922,950805,12,1685,0,9,1,940827,9,3,,,1,,23,28,14,23,0,0,5,9,5,6,0,0,0,31303.3,41077.63529411765,9715.854901960784,11452.434782608696,8289.378571428571,613.7921568627452,0,730515,,
5959,950811,24,4485,0,2,1,950213,2,3,,,1,,12,11,1,9,0,6,2,5,1,1,0,0,0,65325.4,50214.50434782608,17488.55217391304,19481.758333333335,15314.145454545454,2840.239130434783,0,591122,,
5980,950818,12,1783,0,15,1,940604,15,3,,15.0,0,,34,44,5,44,0,15,0,14,0,10,0,0,0,24782.0,30812.94615384616,4644.4371794871795,5691.885294117647,3835.0454545454545,317.7192307692308,1,680909,0.0,750128.0
6764,950826,48,708,0,64,1,940824,64,3,,,1,,36,34,14,34,0,0,0,22,0,7,0,0,0,44465.4,38587.759999999995,4598.1442857142865,5087.997222222223,4079.476470588235,635.2242857142858,1,720804,,
5237,950829,24,1889,0,19,1,940427,19,3,,,1,,33,57,18,45,0,0,12,15,12,11,0,0,0,39839.5,48152.95333333333,7594.232222222223,10959.40303030303,5645.975438596491,442.6633333333331,1,570429,,
6726,950903,60,1431,0,2,1,940629,2,3,,,1,,47,49,19,40,0,0,9,28,9,10,0,0,0,39220.2,30461.404166666664,3377.4270833333335,3868.085106382979,2906.795918367347,410.0729166666667,0,551020,,
6933,950909,48,3931,0,64,1,950402,64,3,,,1,,12,10,2,9,0,5,1,5,1,1,0,0,0,23579.7,42203.17272727272,10873.772727272728,10950.116666666667,10782.16,1071.8090909090913,0,650723,,
5145,950916,48,6449,0,72,1,950118,72,3,,,1,,16,19,1,15,0,8,4,7,4,3,0,0,0,51799.4,56105.49999999999,17429.002857142856,20681.70625,14689.884210526317,1479.9857142857143,1,350129,,
7008,950922,12,3014,0,1,1,950304,1,3,,,1,,15,21,2,13,0,7,8,6,2,2,0,0,0,29138.1,39063.766666666685,6931.622222222222,9289.213333333335,5247.628571428572,809.3888888888889,1,610819,,
7227,951002,60,5242,0,44,2,940605,44,3,,,1,,56,74,40,62,0,0,12,16,12,13,0,0,0,50487.0,63527.41999999999,15168.362307692309,18056.912500000002,12982.432432432432,388.36230769230843,0,551118,,
6600,951008,36,607,0,34,1,950422,34,3,,,1,,12,6,7,5,0,0,1,5,0,1,0,0,0,42899.4,38509.05,9232.25,8711.658333333335,10273.433333333332,2383.2944444444447,1,541205,,
6712,951014,60,4437,0,20,1,940510,20,3,,,1,,53,91,21,52,0,0,39,32,13,12,0,0,0,38159.6,34922.881250000006,5581.28125,7942.118867924529,4206.2879120879115,265.00069444444426,0,650217,,
7057,951020,36,6436,0,1,2,940701,1,3,,1.0,0,,34,92,3,57,0,16,35,15,11,11,0,0,0,47174.7,45873.61666666666,10683.372222222222,20382.05588235294,7099.076086956522,316.46746031746017,1,730530,0.0,740103.0
7176,951028,36,7223,0,11,1,931208,11,3,,,1,,47,114,4,79,0,22,35,21,18,17,0,0,0,69850.9,50676.8198757764,12514.357142857141,22177.26170212766,8530.52807017544,433.8577639751544,1,761125,,
7304,951029,60,6998,0,1,2,950526,1,3,,1.0,0,,11,7,2,6,0,5,1,4,1,0,0,0,0,24704.4,59352.833333333336,24426.472222222223,21108.227272727272,29640.85714285714,1372.4722222222222,0,451030,1.0,430406.0
6362,951031,12,3159,0,62,1,940728,62,3,,,1,,31,45,2,45,0,15,0,14,0,10,0,0,0,46113.5,42164.027631578945,7485.496052631578,9919.538709677418,5808.711111111111,606.759210526316,0,760508,,
5880,951031,36,2051,0,39,1,950426,39,3,,,1,,14,5,9,5,0,0,0,5,0,0,0,0,0,67453.1,55315.16842105263,16708.057894736845,13746.65,25000.0,3550.163157894737,0,670529,,
6535,951102,12,3496,0,43,1,940903,43,3,,,1,,31,74,3,44,0,14,30,14,10,10,0,0,0,24672.8,41502.02571428572,5890.40761904762,10373.638709677422,4012.2972972972975,234.97904761904778,1,721210,,
5449,951104,24,4139,0,68,1,941209,68,3,,,1,,24,28,14,22,0,0,6,10,6,6,0,0,0,30824.1,27019.571153846155,4348.373076923077,5352.908333333333,3487.342857142857,592.773076923077,0,800709,,
6342,951112,36,1671,1,16,1,950327,16,3,,,1,,26,30,19,22,0,0,8,7,4,4,0,0,0,132316.8,72667.63571428572,15972.280357142858,18483.857692307694,13795.579999999998,1191.301785714286,1,760808,,
5409,951118,60,3034,0,19,1,941121,19,3,,19.0,0,,24,35,1,35,0,12,0,11,0,7,0,0,0,38747.5,67475.90169491526,17539.79661016949,22366.575,14230.005714285713,656.7389830508471,0,510324,1.0,490822.0
6955,951122,48,5091,0,65,0,940722,65,3,,,1,,64,80,49,80,0,0,0,15,0,15,0,0,0,86194.1,75924.24097222222,17859.127083333333,20764.9109375,15534.5,598.5715277777781,1,700402,,
6985,951122,36,3161,0,54,0,941201,54,3,,54.0,0,,25,47,2,31,0,12,16,11,8,7,0,0,0,34054.0,36840.57361111111,6453.251388888889,9973.764,4580.63829787234,472.9736111111112,1,711009,0.0,771209.0
5125,951123,48,1522,0,39,1,950206,39,3,,39.0,0,,23,28,14,18,0,0,10,9,5,5,0,0,0,21545.7,23255.14901960784,2445.3274509803923,3179.5086956521745,1842.2499999999998,422.46470588235286,1,701218,0.0,770110.0
5805,951128,24,5746,1,11,1,950722,11,3,,,1,,9,3,6,3,0,0,0,3,0,0,0,0,0,35159.7,26886.19166666667,6363.316666666667,6195.533333333334,6866.666666666667,2929.9833333333336,1,680506,,
6185,951128,24,1299,0,1,1,950608,1,3,,,1,,12,11,7,9,0,0,2,5,1,1,0,0,0,50647.1,46304.15217391303,9027.317391304348,10761.475,7135.509090909091,2202.047826086957,1,680129,,
7243,951204,36,6032,0,72,1,950129,72,0,951122.0,,1,,21,36,1,30,0,10,6,10,6,6,0,0,0,42279.3,49107.06666666667,12666.78245614035,18197.285714285714,9440.655555555555,741.743859649123,1,740707,,
6403,951205,48,4060,0,74,1,940601,74,3,,,1,,37,76,1,62,0,18,14,18,14,14,0,0,0,31021.6,36421.425663716815,8187.9451327433635,12922.227027027027,5883.097368421051,274.3982300884955,1,791206,,
6578,951211,12,2332,0,52,2,940710,52,3,,,1,,30,46,14,36,0,0,10,16,10,9,0,0,0,18380.5,30639.86315789474,7289.584210526316,9539.813333333332,5822.04347826087,241.84736842105275,1,490216,,
5413,951212,24,3874,0,31,2,940522,31,3,,31.0,0,,50,59,34,48,0,0,11,16,11,11,0,0,0,21531.8,50436.46605504587,12039.466972477063,13338.338,10938.728813559323,197.54036697247702,0,701007,1.0,770223.0
6949,951212,24,4363,0,31,2,940522,31,3,,31.0,0,,50,58,34,47,0,0,11,16,11,11,0,0,0,30115.3,52379.12870370369,12019.660185185186,13282.385999999999,10931.103448275862,278.8453703703704,0,701007,1.0,770223.0
6545,951212,60,3198,0,21,1,950315,21,3,,,1,,35,52,26,36,0,0,16,9,8,8,0,0,0,78521.0,53685.786206896555,12113.755172413796,16177.39714285714,9378.611538461539,902.541379310345,1,490308,,
6178,951216,48,4845,0,74,0,950705,74,3,,,1,,14,13,9,13,0,0,0,5,0,3,0,0,0,41243.5,63188.63333333334,13066.725925925924,14073.042857142855,11983.0,1527.5407407407406,0,700129,,
5160,951218,60,3400,0,45,1,941217,45,3,,,1,,25,40,2,32,0,12,8,11,8,7,0,0,0,37992.7,37809.39846153847,7701.987692307692,10772.44,5782.955,584.5046153846155,1,440506,,
6785,951225,60,2089,0,1,2,940905,1,3,,,1,,57,70,29,57,0,0,13,28,13,13,0,0,0,19007.0,51145.51574803149,9686.672440944882,10958.024561403507,8651.42857142857,149.66456692913368,1,440615,,
6540,951231,48,6450,0,72,2,950117,72,3,,,1,,22,34,1,34,0,11,0,10,0,6,0,0,0,35488.1,58185.58928571428,16045.607142857143,21228.227272727276,12692.14705882353,633.7142857142859,1,750626,,
6589,960101,24,7904,0,19,2,950409,19,3,,19.0,0,,30,59,21,36,0,0,23,9,8,8,0,0,0,88632.1,54137.10561797753,11582.991011235956,18658.640000000003,7985.203389830508,995.8674157303373,1,450924,0.0,441113.0
5900,960101,48,2820,0,50,1,950103,50,2,951024.0,,1,,32,45,21,45,0,0,0,11,0,9,0,0,0,54868.9,64881.31428571429,14958.594805194805,18854.3875,12188.253333333334,712.5844155844151,1,750924,,
5999,960103,48,2059,0,42,1,940206,42,3,,,1,,50,127,27,72,0,0,55,23,18,19,0,0,0,27169.8,31814.268361581922,4382.094350282486,8028.006000000001,2946.696062992126,153.5022598870056,0,700910,,
6043,960111,48,424,0,58,1,950403,58,3,,58.0,0,,22,26,13,21,0,0,5,9,5,5,0,0,0,21281.5,31814.41458333333,3609.7416666666663,4421.572727272727,2922.8076923076924,443.3666666666666,0,480305,1.0,520527.0
5482,960112,60,2752,0,51,1,940521,51,3,,51.0,0,,50,66,31,51,0,0,15,19,15,15,0,0,0,23825.4,24377.371551724136,3217.270689655172,3959.4880000000003,2654.9848484848485,196.08103448275875,0,500318,1.0,531105.0
7263,960119,24,3745,0,70,2,950818,70,3,,,1,,13,16,8,16,0,0,0,5,0,2,0,0,0,39079.5,62571.28275862069,13517.224137931034,16579.961538461535,11028.75,1347.5689655172418,1,630516,,
6013,960203,36,3583,1,20,2,940801,20,3,,,1,,35,47,17,47,0,0,0,18,0,10,0,1,0,9710.2,34740.7024390244,7562.665853658535,8997.414285714283,6494.2361702127655,118.05365853658529,1,390815,,
5750,960208,12,5271,0,7,1,940407,7,3,,,1,,48,116,3,80,0,23,36,22,18,18,0,0,0,49709.2,49291.82256097561,9457.76036585366,16674.810416666664,6471.394827586207,303.1042682926828,0,490624,,
6027,960210,24,2569,1,13,2,950827,13,3,,,1,,9,3,6,3,0,0,0,3,0,0,0,0,0,59695.5,44763.458333333336,16007.958333333334,13988.388888888889,22066.666666666668,4974.625,0,531225,,
6303,960212,24,3017,1,31,0,951009,31,3,,,1,,9,4,5,4,0,0,0,4,0,0,0,0,0,36363.9,45099.26153846154,13997.223076923077,12129.322222222221,18200.0,2797.2230769230764,0,580613,,
7213,960213,36,3154,0,65,1,950220,65,3,,,1,,26,45,4,31,0,11,14,11,7,7,0,0,0,13386.8,33990.41971830985,6453.483098591549,9068.926923076924,4942.337777777778,188.5478873239438,1,420918,,
6659,960220,60,935,0,54,1,950111,54,3,,,1,,28,40,16,31,0,0,9,12,9,8,0,0,0,15407.2,20158.001470588235,3856.6014705882358,4958.146428571429,3085.52,226.57794117647074,1,580707,,
6175,960221,60,4845,1,52,1,950125,52,3,,,1,,42,58,29,58,0,0,0,13,0,12,0,1,0,11574.8,59647.42399999999,14274.571000000002,17131.333333333332,12205.881034482758,115.74900000000001,0,590227,,
5610,960224,48,2567,0,38,1,940812,38,3,,38.0,0,,48,80,30,58,0,0,22,18,11,10,0,0,0,77580.8,70622.83359375,12136.38203125,16989.97708333333,9224.225,606.1007812499996,0,770812,1.0,780129.0
5563,960229,60,6336,0,74,1,940730,74,3,,,1,,47,62,32,62,0,0,0,15,0,13,0,0,0,24549.6,64777.07522935778,15887.993577981651,18684.478723404252,13768.077419354837,225.22660550458707,1,491215,,
5989,960304,36,5925,0,47,1,950413,47,3,,,1,,27,32,17,27,0,0,5,10,5,6,0,0,0,27326.7,27951.913559322038,3730.201694915255,4581.640740740741,3011.8,463.1644067796611,1,640422,,
6698,960310,48,5161,0,1,2,950808,1,3,,,1,,23,27,11,21,0,0,6,12,3,3,0,0,0,52551.7,60054.734000000004,12112.076000000001,14307.730434782608,10241.703703703704,1051.0360000000003,1,790619,,
5312,960313,36,5633,0,31,2,950220,31,3,,,1,,26,53,1,44,0,13,9,12,9,8,0,0,0,81623.6,57124.26835443037,16141.211392405066,26091.91153846154,11259.735849056604,1033.2113924050632,0,530720,,
7189,960321,48,3222,0,71,1,941223,71,3,,,1,,32,57,3,47,0,15,10,14,10,10,0,0,0,37180.5,31791.328089887636,6653.895505617977,9834.021875,4868.561403508772,417.76067415730336,1,561128,,
6816,960326,48,2088,1,70,1,951122,70,3,,,1,,15,3,2,3,0,4,0,9,0,0,0,0,0,31387.1,28124.933333333334,4932.616666666667,4005.806666666667,9566.666666666666,1743.727777777778,0,570201,,
6137,960410,12,3719,0,13,2,940714,13,3,,,1,,43,103,2,87,0,21,16,20,16,16,0,0,0,80439.7,49477.32123287671,14238.080821917809,25106.97209302325,9700.582524271844,550.9575342465748,1,431126,,
5128,960411,48,4492,1,69,1,950613,69,3,,,1,,30,31,12,31,0,0,0,18,5,5,0,2,0,8640.6,21447.624590163938,5273.670491803278,5505.576666666669,5049.245161290321,141.65081967213118,1,570217,,
5470,960415,48,4187,0,65,1,950909,65,3,,,1,,17,18,2,15,0,8,3,7,3,3,0,0,0,47431.4,47938.06571428571,11032.888571428572,12752.429411764706,9408.877777777778,1355.1857142857143,1,550220,,
5593,960418,36,7719,1,44,1,940526,44,3,,,1,,46,71,26,71,0,0,0,20,13,15,0,0,0,11614.0,46487.002564102564,10720.307692307695,13759.673913043478,8751.14084507042,99.26495726495727,0,800917,,
5350,960421,48,5194,0,26,2,950213,26,3,,,1,,30,30,17,24,0,0,6,13,6,6,0,0,0,55426.5,35914.854999999996,9995.911666666665,10919.69,9072.133333333333,923.7783333333335,1,550521,,
6063,960425,48,6687,1,1,1,950818,1,3,,,1,,23,27,1,27,0,8,0,14,0,3,0,0,0,46462.2,49482.96800000001,15093.957999999999,17416.526086956525,13115.474074074074,929.2460000000003,1,360809,,
6501,960429,12,2523,1,21,1,950407,21,3,,,1,,58,34,9,34,0,13,0,36,8,8,0,0,0,24930.3,31318.872826086943,5028.0456521739125,4202.679310344827,6436.023529411765,270.98478260869564,0,390423,,
5452,960429,60,824,0,70,1,950121,70,3,,,1,,31,79,17,47,0,0,32,14,11,10,0,0,0,45021.6,47798.865454545434,5547.669999999999,10568.796774193546,3577.354430379746,409.2881818181818,0,661006,,
4961,960429,12,2523,1,21,1,950407,21,3,,,1,,46,34,9,34,0,13,0,24,8,8,0,0,0,15854.0,25197.0925,5856.300000000001,5264.765217391304,6656.611764705883,198.18,0,390423,,
4973,960502,24,6915,0,16,1,941019,16,3,,,1,,37,88,1,60,0,18,28,18,14,14,0,0,0,23689.2,52523.2448,12822.353600000002,21979.508108108108,8972.186363636363,189.51519999999942,0,440613,,
6190,960506,60,2060,0,70,1,950714,70,3,,70.0,0,,20,29,10,29,0,0,0,10,0,7,0,0,0,15520.2,39514.67755102041,9121.30612244898,11561.24,7438.593103448276,316.4408163265307,1,670630,0.0,610414.0
6715,960506,60,3677,0,20,1,941202,20,3,,,1,,54,74,3,50,0,17,24,34,12,13,0,0,0,26332.6,36907.45625,6331.021875,7748.148148148148,5296.902702702701,206.47812499999998,0,430815,,
5892,960514,24,2770,1,73,2,951227,73,3,,,1,,7,3,4,3,0,0,0,3,0,0,0,0,0,34891.2,34798.28,13609.12,12213.028571428571,16866.666666666668,3489.12,1,350721,,
6550,960518,48,6679,0,62,1,950208,62,0,960221.0,62.0,0,,30,58,1,57,1,15,0,14,0,10,0,0,0,69148.6,60781.30681818181,13875.417045454546,21503.09,9930.068965517241,785.7806818181815,0,701109,1.0,650509.0
5706,960524,36,4486,0,72,2,940830,72,3,,,1,,52,78,32,59,0,0,19,20,19,19,0,0,0,29371.5,33219.90000000001,6844.426923076923,8837.951923076924,5515.410256410257,225.9346153846154,1,710724,,
5148,960529,60,4738,0,37,1,941115,37,3,,37.0,0,,36,58,1,58,0,18,0,17,0,13,0,0,0,94617.3,64182.64148936169,14790.500000000002,20623.95,11169.737931034484,1006.5680851063825,0,580915,1.0,591001.0
6734,960530,36,4806,0,14,2,950717,14,3,,,1,,47,47,29,47,0,0,0,18,0,8,0,0,0,113931.6,61799.24361702125,13519.828723404255,14459.529787234045,12580.127659574468,939.7010638297875,0,450223,,
